Date,Commodity,Sector,Closing Price
8/26/2013,Gasoline,Energy,2.83
8/26/2013,Gold,Precious Metals,1393.10
8/26/2013,Heating Oil,Energy,3.08
8/26/2013,Natural Gas,Energy,2.93
8/26/2013,Platinum,Precious Metals,1544.50
8/26/2013,Rice,Agriculture,15.34
8/26/2013,Silver,Precious Metals,24.06
8/26/2013,Soybeans,Agriculture,1358.50
8/26/2013,Wheat,Agriculture,646.25
8/27/2013,Crude Oil,Energy,106.14
8/27/2013,Gasoline,Energy,2.91
8/27/2013,Gold,Precious Metals,1420.20
8/27/2013,Heating Oil,Energy,3.17
8/27/2013,Natural Gas,Energy,2.86
8/27/2013,Platinum,Precious Metals,1532.10
8/27/2013,Rice,Agriculture,15.45
8/27/2013,Silver,Precious Metals,24.70
8/27/2013,Soybeans,Agriculture,1397.25
8/27/2013,Wheat,Agriculture,647.75
8/28/2013,Crude Oil,Energy,110.05
8/28/2013,Gasoline,Energy,2.96
8/28/2013,Gold,Precious Metals,1418.80
8/28/2013,Heating Oil,Energy,3.21
8/28/2013,Natural Gas,Energy,2.89
8/28/2013,Platinum,Precious Metals,1540.10
8/28/2013,Rice,Agriculture,15.59
8/28/2013,Silver,Precious Metals,24.44
8/28/2013,Soybeans,Agriculture,1381.50
8/28/2013,Wheat,Agriculture,652.75
8/29/2013,Crude Oil,Energy,109.53
8/29/2013,Gasoline,Energy,2.93
8/29/2013,Gold,Precious Metals,1412.90
8/29/2013,Heating Oil,Energy,3.19
8/29/2013,Natural Gas,Energy,2.84
8/29/2013,Platinum,Precious Metals,1522.40
8/29/2013,Rice,Agriculture,15.53
8/29/2013,Silver,Precious Metals,24.14
8/29/2013,Soybeans,Agriculture,1348.25
8/29/2013,Wheat,Agriculture,641.50
8/30/2013,Crude Oil,Energy,108.17
8/30/2013,Gasoline,Energy,2.89
8/30/2013,Gold,Precious Metals,1396.10
8/30/2013,Heating Oil,Energy,3.14
8/30/2013,Natural Gas,Energy,2.95
8/30/2013,Platinum,Precious Metals,1527.10
8/30/2013,Rice,Agriculture,15.42
8/30/2013,Silver,Precious Metals,23.51
8/30/2013,Soybeans,Agriculture,1341.50
8/30/2013,Wheat,Agriculture,640.75
9/3/2013,Crude Oil,Energy,106.80
9/3/2013,Gasoline,Energy,2.86
9/3/2013,Gold,Precious Metals,1412.00
9/3/2013,Heating Oil,Energy,3.15
9/3/2013,Natural Gas,Energy,3.04
9/3/2013,Platinum,Precious Metals,1538.20
9/3/2013,Rice,Agriculture,15.57
9/3/2013,Silver,Precious Metals,24.43
9/3/2013,Soybeans,Agriculture,1348.00
9/3/2013,Wheat,Agriculture,642.50
9/4/2013,Crude Oil,Energy,108.44
9/4/2013,Gasoline,Energy,2.86
9/4/2013,Gold,Precious Metals,1390.00
9/4/2013,Heating Oil,Energy,3.14
9/4/2013,Natural Gas,Energy,3.04
9/4/2013,Platinum,Precious Metals,1494.70
9/4/2013,Rice,Agriculture,15.50
9/4/2013,Silver,Precious Metals,23.42
9/4/2013,Soybeans,Agriculture,1339.75
9/4/2013,Wheat,Agriculture,646.00
9/5/2013,Crude Oil,Energy,107.59
9/5/2013,Gasoline,Energy,2.84
9/5/2013,Gold,Precious Metals,1373.00
9/5/2013,Heating Oil,Energy,3.14
9/5/2013,Natural Gas,Energy,3.07
9/5/2013,Platinum,Precious Metals,1482.10
9/5/2013,Rice,Agriculture,15.62
9/5/2013,Silver,Precious Metals,23.26
9/5/2013,Soybeans,Agriculture,1315.25
9/5/2013,Wheat,Agriculture,656.25
9/6/2013,Crude Oil,Energy,108.52
9/6/2013,Gasoline,Energy,2.85
9/6/2013,Gold,Precious Metals,1386.50
9/6/2013,Heating Oil,Energy,3.16
9/6/2013,Natural Gas,Energy,3.04
9/6/2013,Platinum,Precious Metals,1495.70
9/6/2013,Rice,Agriculture,15.67
9/6/2013,Silver,Precious Metals,23.89
9/6/2013,Soybeans,Agriculture,1308.25
9/6/2013,Wheat,Agriculture,646.25
9/9/2013,Crude Oil,Energy,110.28
9/9/2013,Gasoline,Energy,2.80
9/9/2013,Gold,Precious Metals,1386.70
9/9/2013,Heating Oil,Energy,3.12
9/9/2013,Natural Gas,Energy,3.03
9/9/2013,Platinum,Precious Metals,1483.00
9/9/2013,Rice,Agriculture,15.55
9/9/2013,Silver,Precious Metals,23.72
9/9/2013,Soybeans,Agriculture,1312.00
9/9/2013,Wheat,Agriculture,653.75
9/10/2013,Crude Oil,Energy,108.92
9/10/2013,Gasoline,Energy,2.74
9/10/2013,Gold,Precious Metals,1364.00
9/10/2013,Heating Oil,Energy,3.07
9/10/2013,Natural Gas,Energy,2.93
9/10/2013,Platinum,Precious Metals,1474.10
9/10/2013,Rice,Agriculture,15.55
9/10/2013,Silver,Precious Metals,23.02
9/10/2013,Soybeans,Agriculture,1321.50
9/10/2013,Wheat,Agriculture,658.00
9/11/2013,Crude Oil,Energy,107.36
9/11/2013,Gasoline,Energy,2.71
9/11/2013,Gold,Precious Metals,1363.80
9/11/2013,Heating Oil,Energy,3.07
9/11/2013,Natural Gas,Energy,2.89
9/11/2013,Platinum,Precious Metals,1473.50
9/11/2013,Rice,Agriculture,15.49
9/11/2013,Silver,Precious Metals,23.17
9/11/2013,Soybeans,Agriculture,1317.25
9/11/2013,Wheat,Agriculture,669.75
9/12/2013,Crude Oil,Energy,107.77
9/12/2013,Gasoline,Energy,2.76
9/12/2013,Gold,Precious Metals,1330.60
9/12/2013,Heating Oil,Energy,3.12
9/12/2013,Natural Gas,Energy,2.89
9/12/2013,Platinum,Precious Metals,1442.70
9/12/2013,Rice,Agriculture,15.49
9/12/2013,Silver,Precious Metals,22.15
9/12/2013,Soybeans,Agriculture,1319.75
9/12/2013,Wheat,Agriculture,678.50
9/13/2013,Crude Oil,Energy,108.64
9/13/2013,Gasoline,Energy,2.76
9/13/2013,Gold,Precious Metals,1308.60
9/13/2013,Heating Oil,Energy,3.11
9/13/2013,Natural Gas,Energy,2.91
9/13/2013,Platinum,Precious Metals,1444.50
9/13/2013,Rice,Agriculture,15.31
9/13/2013,Silver,Precious Metals,21.72
9/13/2013,Soybeans,Agriculture,1281.25
9/13/2013,Wheat,Agriculture,683.00
9/16/2013,Crude Oil,Energy,107.50
9/16/2013,Gasoline,Energy,2.71
9/16/2013,Gold,Precious Metals,1317.80
9/16/2013,Heating Oil,Energy,3.06
9/16/2013,Natural Gas,Energy,2.89
9/16/2013,Platinum,Precious Metals,1441.20
9/16/2013,Rice,Agriculture,15.40
9/16/2013,Silver,Precious Metals,22.01
9/16/2013,Soybeans,Agriculture,1268.00
9/16/2013,Wheat,Agriculture,679.00
9/17/2013,Crude Oil,Energy,106.22
9/17/2013,Gasoline,Energy,2.65
9/17/2013,Gold,Precious Metals,1309.40
9/17/2013,Heating Oil,Energy,3.00
9/17/2013,Natural Gas,Energy,3.04
9/17/2013,Platinum,Precious Metals,1422.40
9/17/2013,Rice,Agriculture,15.15
9/17/2013,Silver,Precious Metals,21.78
9/17/2013,Soybeans,Agriculture,1274.50
9/17/2013,Wheat,Agriculture,683.50
9/18/2013,Crude Oil,Energy,105.53
9/18/2013,Gasoline,Energy,2.73
9/18/2013,Gold,Precious Metals,1307.60
9/18/2013,Heating Oil,Energy,3.04
9/18/2013,Natural Gas,Energy,3.06
9/18/2013,Platinum,Precious Metals,1425.20
9/18/2013,Rice,Agriculture,15.15
9/18/2013,Silver,Precious Metals,21.56
9/18/2013,Soybeans,Agriculture,1286.50
9/18/2013,Wheat,Agriculture,686.00
9/19/2013,Crude Oil,Energy,108.22
9/19/2013,Gasoline,Energy,2.68
9/19/2013,Gold,Precious Metals,1369.30
9/19/2013,Heating Oil,Energy,3.00
9/19/2013,Natural Gas,Energy,2.93
9/19/2013,Platinum,Precious Metals,1473.00
9/19/2013,Rice,Agriculture,14.98
9/19/2013,Silver,Precious Metals,23.29
9/19/2013,Soybeans,Agriculture,1295.00
9/19/2013,Wheat,Agriculture,688.50
9/20/2013,Crude Oil,Energy,106.37
9/20/2013,Gasoline,Energy,2.67
9/20/2013,Gold,Precious Metals,1332.50
9/20/2013,Heating Oil,Energy,3.01
9/20/2013,Natural Gas,Energy,2.97
9/20/2013,Platinum,Precious Metals,1432.60
9/20/2013,Rice,Agriculture,14.89
9/20/2013,Silver,Precious Metals,21.93
9/20/2013,Soybeans,Agriculture,1295.75
9/20/2013,Wheat,Agriculture,687.00
9/23/2013,Crude Oil,Energy,104.89
9/23/2013,Gasoline,Energy,2.62
9/23/2013,Gold,Precious Metals,1327.00
9/23/2013,Heating Oil,Energy,2.96
9/23/2013,Natural Gas,Energy,3.02
9/23/2013,Platinum,Precious Metals,1425.90
9/23/2013,Rice,Agriculture,14.87
9/23/2013,Silver,Precious Metals,21.86
9/23/2013,Soybeans,Agriculture,1288.75
9/23/2013,Wheat,Agriculture,695.25
9/24/2013,Crude Oil,Energy,103.44
9/24/2013,Gasoline,Energy,2.65
9/24/2013,Gold,Precious Metals,1316.30
9/24/2013,Heating Oil,Energy,2.96
9/24/2013,Natural Gas,Energy,3.04
9/24/2013,Platinum,Precious Metals,1422.10
9/24/2013,Rice,Agriculture,14.84
9/24/2013,Silver,Precious Metals,21.59
9/24/2013,Soybeans,Agriculture,1286.50
9/24/2013,Wheat,Agriculture,693.50
9/25/2013,Crude Oil,Energy,103.41
9/25/2013,Gasoline,Energy,2.66
9/25/2013,Gold,Precious Metals,1336.20
9/25/2013,Heating Oil,Energy,2.97
9/25/2013,Natural Gas,Energy,3.03
9/25/2013,Platinum,Precious Metals,1432.30
9/25/2013,Rice,Agriculture,14.75
9/25/2013,Silver,Precious Metals,21.89
9/25/2013,Soybeans,Agriculture,1287.25
9/25/2013,Wheat,Agriculture,690.00
9/26/2013,Crude Oil,Energy,102.30
9/26/2013,Gasoline,Energy,2.69
9/26/2013,Gold,Precious Metals,1324.10
9/26/2013,Heating Oil,Energy,3.00
9/26/2013,Natural Gas,Energy,3.02
9/26/2013,Platinum,Precious Metals,1414.70
9/26/2013,Rice,Agriculture,15.10
9/26/2013,Silver,Precious Metals,21.77
9/26/2013,Soybeans,Agriculture,1266.75
9/26/2013,Wheat,Agriculture,685.25
9/27/2013,Crude Oil,Energy,102.91
9/27/2013,Gasoline,Energy,2.66
9/27/2013,Gold,Precious Metals,1339.20
9/27/2013,Heating Oil,Energy,2.98
9/27/2013,Natural Gas,Energy,3.04
9/27/2013,Platinum,Precious Metals,1419.20
9/27/2013,Rice,Agriculture,15.10
9/27/2013,Silver,Precious Metals,21.83
9/27/2013,Soybeans,Agriculture,1271.50
9/27/2013,Wheat,Agriculture,692.25
9/30/2013,Crude Oil,Energy,102.46
9/30/2013,Gasoline,Energy,2.63
9/30/2013,Gold,Precious Metals,1327.00
9/30/2013,Heating Oil,Energy,2.97
9/30/2013,Natural Gas,Energy,2.98
9/30/2013,Platinum,Precious Metals,1412.40
9/30/2013,Rice,Agriculture,15.12
9/30/2013,Silver,Precious Metals,21.71
9/30/2013,Soybeans,Agriculture,1266.75
9/30/2013,Wheat,Agriculture,691.75
10/1/2013,Crude Oil,Energy,102.31
10/1/2013,Gasoline,Energy,2.61
10/1/2013,Gold,Precious Metals,1286.10
10/1/2013,Heating Oil,Energy,2.96
10/1/2013,Natural Gas,Energy,3.00
10/1/2013,Platinum,Precious Metals,1385.30
10/1/2013,Rice,Agriculture,15.16
10/1/2013,Silver,Precious Metals,21.18
10/1/2013,Soybeans,Agriculture,1277.75
10/1/2013,Wheat,Agriculture,685.50
10/2/2013,Crude Oil,Energy,101.62
10/2/2013,Gasoline,Energy,2.63
10/2/2013,Gold,Precious Metals,1320.70
10/2/2013,Heating Oil,Energy,2.99
10/2/2013,Natural Gas,Energy,3.01
10/2/2013,Platinum,Precious Metals,1393.40
10/2/2013,Rice,Agriculture,15.48
10/2/2013,Silver,Precious Metals,21.90
10/2/2013,Soybeans,Agriculture,1292.00
10/2/2013,Wheat,Agriculture,681.25
10/3/2013,Crude Oil,Energy,103.82
10/3/2013,Gasoline,Energy,2.64
10/3/2013,Gold,Precious Metals,1317.60
10/3/2013,Heating Oil,Energy,3.00
10/3/2013,Natural Gas,Energy,3.07
10/3/2013,Platinum,Precious Metals,1373.30
10/3/2013,Rice,Agriculture,15.44
10/3/2013,Silver,Precious Metals,21.79
10/3/2013,Soybeans,Agriculture,1291.25
10/3/2013,Wheat,Agriculture,685.50
10/4/2013,Crude Oil,Energy,102.92
10/4/2013,Gasoline,Energy,2.61
10/4/2013,Gold,Precious Metals,1309.90
10/4/2013,Heating Oil,Energy,3.00
10/4/2013,Natural Gas,Energy,3.15
10/4/2013,Platinum,Precious Metals,1388.00
10/4/2013,Rice,Agriculture,15.45
10/4/2013,Silver,Precious Metals,21.75
10/4/2013,Soybeans,Agriculture,1299.50
10/4/2013,Wheat,Agriculture,705.75
10/7/2013,Crude Oil,Energy,103.45
10/7/2013,Gasoline,Energy,2.63
10/7/2013,Gold,Precious Metals,1325.10
10/7/2013,Heating Oil,Energy,3.01
10/7/2013,Natural Gas,Energy,3.31
10/7/2013,Platinum,Precious Metals,1401.90
10/7/2013,Rice,Agriculture,15.29
10/7/2013,Silver,Precious Metals,22.39
10/7/2013,Soybeans,Agriculture,1295.75
10/7/2013,Wheat,Agriculture,699.00
10/8/2013,Crude Oil,Energy,103.16
10/8/2013,Gasoline,Energy,2.63
10/8/2013,Gold,Precious Metals,1324.60
10/8/2013,Heating Oil,Energy,3.03
10/8/2013,Natural Gas,Energy,3.18
10/8/2013,Platinum,Precious Metals,1403.70
10/8/2013,Rice,Agriculture,15.26
10/8/2013,Silver,Precious Metals,22.44
10/8/2013,Soybeans,Agriculture,1302.50
10/8/2013,Wheat,Agriculture,700.75
10/9/2013,Crude Oil,Energy,103.49
10/9/2013,Gasoline,Energy,2.62
10/9/2013,Gold,Precious Metals,1307.20
10/9/2013,Heating Oil,Energy,3.02
10/9/2013,Natural Gas,Energy,3.21
10/9/2013,Platinum,Precious Metals,1383.00
10/9/2013,Rice,Agriculture,15.28
10/9/2013,Silver,Precious Metals,21.89
10/9/2013,Soybeans,Agriculture,1303.50
10/9/2013,Wheat,Agriculture,701.50
10/10/2013,Crude Oil,Energy,101.46
10/10/2013,Gasoline,Energy,2.70
10/10/2013,Gold,Precious Metals,1296.90
10/10/2013,Heating Oil,Energy,3.07
10/10/2013,Natural Gas,Energy,3.22
10/10/2013,Platinum,Precious Metals,1396.00
10/10/2013,Rice,Agriculture,15.46
10/10/2013,Silver,Precious Metals,21.90
10/10/2013,Soybeans,Agriculture,1293.50
10/10/2013,Wheat,Agriculture,696.50
10/11/2013,Crude Oil,Energy,102.94
10/11/2013,Gasoline,Energy,2.67
10/11/2013,Gold,Precious Metals,1268.20
10/11/2013,Heating Oil,Energy,3.03
10/11/2013,Natural Gas,Energy,3.33
10/11/2013,Platinum,Precious Metals,1375.60
10/11/2013,Rice,Agriculture,15.30
10/11/2013,Silver,Precious Metals,21.26
10/11/2013,Soybeans,Agriculture,1267.00
10/11/2013,Wheat,Agriculture,690.75
10/14/2013,Crude Oil,Energy,101.37
10/14/2013,Gasoline,Energy,2.65
10/14/2013,Gold,Precious Metals,1276.60
10/14/2013,Heating Oil,Energy,3.03
10/14/2013,Natural Gas,Energy,3.26
10/14/2013,Platinum,Precious Metals,1383.50
10/14/2013,Rice,Agriculture,15.42
10/14/2013,Silver,Precious Metals,21.35
10/14/2013,Soybeans,Agriculture,1271.50
10/14/2013,Wheat,Agriculture,680.75
10/15/2013,Crude Oil,Energy,102.19
10/15/2013,Gasoline,Energy,2.64
10/15/2013,Gold,Precious Metals,1273.20
10/15/2013,Heating Oil,Energy,3.02
10/15/2013,Natural Gas,Energy,3.18
10/15/2013,Platinum,Precious Metals,1383.40
10/15/2013,Rice,Agriculture,15.25
10/15/2013,Silver,Precious Metals,21.19
10/15/2013,Soybeans,Agriculture,1275.25
10/15/2013,Wheat,Agriculture,681.75
10/16/2013,Crude Oil,Energy,100.88
10/16/2013,Gasoline,Energy,2.68
10/16/2013,Gold,Precious Metals,1282.30
10/16/2013,Heating Oil,Energy,3.04
10/16/2013,Natural Gas,Energy,3.19
10/16/2013,Platinum,Precious Metals,1398.20
10/16/2013,Rice,Agriculture,15.47
10/16/2013,Silver,Precious Metals,21.37
10/16/2013,Soybeans,Agriculture,1265.50
10/16/2013,Wheat,Agriculture,674.25
10/17/2013,Crude Oil,Energy,102.13
10/17/2013,Gasoline,Energy,2.63
10/17/2013,Gold,Precious Metals,1323.00
10/17/2013,Heating Oil,Energy,2.99
10/17/2013,Natural Gas,Energy,3.23
10/17/2013,Platinum,Precious Metals,1434.90
10/17/2013,Rice,Agriculture,15.28
10/17/2013,Silver,Precious Metals,21.95
10/17/2013,Soybeans,Agriculture,1251.50
10/17/2013,Wheat,Agriculture,667.50
10/18/2013,Crude Oil,Energy,100.72
10/18/2013,Gasoline,Energy,2.66
10/18/2013,Gold,Precious Metals,1314.60
10/18/2013,Heating Oil,Energy,3.03
10/18/2013,Natural Gas,Energy,3.35
10/18/2013,Platinum,Precious Metals,1437.80
10/18/2013,Rice,Agriculture,15.14
10/18/2013,Silver,Precious Metals,21.91
10/18/2013,Soybeans,Agriculture,1255.50
10/18/2013,Wheat,Agriculture,667.75
10/21/2013,Crude Oil,Energy,100.63
10/21/2013,Gasoline,Energy,2.64
10/21/2013,Gold,Precious Metals,1315.80
10/21/2013,Heating Oil,Energy,3.01
10/21/2013,Natural Gas,Energy,3.42
10/21/2013,Platinum,Precious Metals,1438.60
10/21/2013,Rice,Agriculture,15.07
10/21/2013,Silver,Precious Metals,22.28
10/21/2013,Soybeans,Agriculture,1250.50
10/21/2013,Wheat,Agriculture,663.25
10/22/2013,Crude Oil,Energy,99.06
10/22/2013,Gasoline,Energy,2.61
10/22/2013,Gold,Precious Metals,1342.60
10/22/2013,Heating Oil,Energy,3.00
10/22/2013,Natural Gas,Energy,3.38
10/22/2013,Platinum,Precious Metals,1450.70
10/22/2013,Rice,Agriculture,15.16
10/22/2013,Silver,Precious Metals,22.79
10/22/2013,Soybeans,Agriculture,1256.00
10/22/2013,Wheat,Agriculture,656.50
10/23/2013,Crude Oil,Energy,98.12
10/23/2013,Gasoline,Energy,2.54
10/23/2013,Gold,Precious Metals,1334.00
10/23/2013,Heating Oil,Energy,2.92
10/23/2013,Natural Gas,Energy,3.29
10/23/2013,Platinum,Precious Metals,1439.60
10/23/2013,Rice,Agriculture,15.27
10/23/2013,Silver,Precious Metals,22.62
10/23/2013,Soybeans,Agriculture,1267.25
10/23/2013,Wheat,Agriculture,653.75
10/24/2013,Crude Oil,Energy,97.10
10/24/2013,Gasoline,Energy,2.57
10/24/2013,Gold,Precious Metals,1350.30
10/24/2013,Heating Oil,Energy,2.90
10/24/2013,Natural Gas,Energy,3.23
10/24/2013,Platinum,Precious Metals,1456.20
10/24/2013,Rice,Agriculture,15.38
10/24/2013,Silver,Precious Metals,22.82
10/24/2013,Soybeans,Agriculture,1296.00
10/24/2013,Wheat,Agriculture,653.50
10/25/2013,Crude Oil,Energy,97.19
10/25/2013,Gasoline,Energy,2.57
10/25/2013,Gold,Precious Metals,1352.50
10/25/2013,Heating Oil,Energy,2.91
10/25/2013,Natural Gas,Energy,3.17
10/25/2013,Platinum,Precious Metals,1455.50
10/25/2013,Rice,Agriculture,15.45
10/25/2013,Silver,Precious Metals,22.64
10/25/2013,Soybeans,Agriculture,1300.00
10/25/2013,Wheat,Agriculture,649.75
10/28/2013,Crude Oil,Energy,97.88
10/28/2013,Gasoline,Energy,2.61
10/28/2013,Gold,Precious Metals,1352.20
10/28/2013,Heating Oil,Energy,2.96
10/28/2013,Natural Gas,Energy,3.27
10/28/2013,Platinum,Precious Metals,1472.90
10/28/2013,Rice,Agriculture,15.70
10/28/2013,Silver,Precious Metals,22.54
10/28/2013,Soybeans,Agriculture,1313.75
10/28/2013,Wheat,Agriculture,646.25
10/29/2013,Crude Oil,Energy,98.54
10/29/2013,Gasoline,Energy,2.59
10/29/2013,Gold,Precious Metals,1345.50
10/29/2013,Heating Oil,Energy,2.96
10/29/2013,Natural Gas,Energy,3.19
10/29/2013,Platinum,Precious Metals,1461.90
10/29/2013,Rice,Agriculture,15.63
10/29/2013,Silver,Precious Metals,22.49
10/29/2013,Soybeans,Agriculture,1314.25
10/29/2013,Wheat,Agriculture,645.25
10/30/2013,Crude Oil,Energy,96.61
10/30/2013,Gasoline,Energy,2.62
10/30/2013,Gold,Precious Metals,1349.30
10/30/2013,Heating Oil,Energy,2.98
10/30/2013,Natural Gas,Energy,3.23
10/30/2013,Platinum,Precious Metals,1479.90
10/30/2013,Rice,Agriculture,15.53
10/30/2013,Silver,Precious Metals,22.98
10/30/2013,Soybeans,Agriculture,1313.75
10/30/2013,Wheat,Agriculture,645.25
10/31/2013,Crude Oil,Energy,96.62
10/31/2013,Gasoline,Energy,2.59
10/31/2013,Gold,Precious Metals,1323.70
10/31/2013,Heating Oil,Energy,2.95
10/31/2013,Natural Gas,Energy,3.20
10/31/2013,Platinum,Precious Metals,1448.40
10/31/2013,Rice,Agriculture,15.60
10/31/2013,Silver,Precious Metals,21.87
10/31/2013,Soybeans,Agriculture,1280.50
10/31/2013,Wheat,Agriculture,655.50
11/1/2013,Crude Oil,Energy,96.32
11/1/2013,Gasoline,Energy,2.55
11/1/2013,Gold,Precious Metals,1313.20
11/1/2013,Heating Oil,Energy,2.88
11/1/2013,Natural Gas,Energy,3.22
11/1/2013,Platinum,Precious Metals,1451.90
11/1/2013,Rice,Agriculture,15.84
11/1/2013,Silver,Precious Metals,21.84
11/1/2013,Soybeans,Agriculture,1287.50
11/1/2013,Wheat,Agriculture,654.50
11/4/2013,Crude Oil,Energy,94.52
11/4/2013,Gasoline,Energy,2.53
11/4/2013,Gold,Precious Metals,1314.70
11/4/2013,Heating Oil,Energy,2.87
11/4/2013,Natural Gas,Energy,3.28
11/4/2013,Platinum,Precious Metals,1456.20
11/4/2013,Rice,Agriculture,15.77
11/4/2013,Silver,Precious Metals,21.70
11/4/2013,Soybeans,Agriculture,1278.75
11/4/2013,Wheat,Agriculture,652.50
11/5/2013,Crude Oil,Energy,94.47
11/5/2013,Gasoline,Energy,2.52
11/5/2013,Gold,Precious Metals,1308.10
11/5/2013,Heating Oil,Energy,2.86
11/5/2013,Natural Gas,Energy,3.24
11/5/2013,Platinum,Precious Metals,1450.00
11/5/2013,Rice,Agriculture,15.85
11/5/2013,Silver,Precious Metals,21.64
11/5/2013,Soybeans,Agriculture,1275.00
11/5/2013,Wheat,Agriculture,658.75
11/6/2013,Crude Oil,Energy,93.74
11/6/2013,Gasoline,Energy,2.55
11/6/2013,Gold,Precious Metals,1317.80
11/6/2013,Heating Oil,Energy,2.87
11/6/2013,Natural Gas,Energy,3.14
11/6/2013,Platinum,Precious Metals,1467.40
11/6/2013,Rice,Agriculture,15.84
11/6/2013,Silver,Precious Metals,21.77
11/6/2013,Soybeans,Agriculture,1292.50
11/6/2013,Wheat,Agriculture,654.75
11/7/2013,Crude Oil,Energy,94.91
11/7/2013,Gasoline,Energy,2.50
11/7/2013,Gold,Precious Metals,1308.50
11/7/2013,Heating Oil,Energy,2.84
11/7/2013,Natural Gas,Energy,3.04
11/7/2013,Platinum,Precious Metals,1456.80
11/7/2013,Rice,Agriculture,15.72
11/7/2013,Silver,Precious Metals,21.66
11/7/2013,Soybeans,Agriculture,1319.50
11/7/2013,Wheat,Agriculture,654.25
11/8/2013,Crude Oil,Energy,94.36
11/8/2013,Gasoline,Energy,2.55
11/8/2013,Gold,Precious Metals,1284.60
11/8/2013,Heating Oil,Energy,2.87
11/8/2013,Natural Gas,Energy,3.07
11/8/2013,Platinum,Precious Metals,1442.90
11/8/2013,Rice,Agriculture,15.72
11/8/2013,Silver,Precious Metals,21.32
11/8/2013,Soybeans,Agriculture,1328.25
11/8/2013,Wheat,Agriculture,657.00
11/11/2013,Crude Oil,Energy,94.45
11/11/2013,Gasoline,Energy,2.60
11/11/2013,Gold,Precious Metals,1281.10
11/11/2013,Heating Oil,Energy,2.89
11/11/2013,Natural Gas,Energy,3.10
11/11/2013,Platinum,Precious Metals,1432.40
11/11/2013,Rice,Agriculture,15.72
11/11/2013,Silver,Precious Metals,21.28
11/11/2013,Soybeans,Agriculture,1328.75
11/11/2013,Wheat,Agriculture,659.50
11/12/2013,Crude Oil,Energy,95.00
11/12/2013,Gasoline,Energy,2.59
11/12/2013,Gold,Precious Metals,1271.20
11/12/2013,Heating Oil,Energy,2.85
11/12/2013,Natural Gas,Energy,3.16
11/12/2013,Platinum,Precious Metals,1439.60
11/12/2013,Rice,Agriculture,15.80
11/12/2013,Silver,Precious Metals,20.78
11/12/2013,Soybeans,Agriculture,1320.00
11/12/2013,Wheat,Agriculture,656.00
11/13/2013,Crude Oil,Energy,93.07
11/13/2013,Gasoline,Energy,2.61
11/13/2013,Gold,Precious Metals,1268.40
11/13/2013,Heating Oil,Energy,2.90
11/13/2013,Natural Gas,Energy,3.19
11/13/2013,Platinum,Precious Metals,1432.00
11/13/2013,Rice,Agriculture,15.76
11/13/2013,Silver,Precious Metals,20.44
11/13/2013,Soybeans,Agriculture,1336.50
11/13/2013,Wheat,Agriculture,663.50
11/14/2013,Crude Oil,Energy,93.50
11/14/2013,Gasoline,Energy,2.66
11/14/2013,Gold,Precious Metals,1286.30
11/14/2013,Heating Oil,Energy,2.93
11/14/2013,Natural Gas,Energy,3.15
11/14/2013,Platinum,Precious Metals,1444.10
11/14/2013,Rice,Agriculture,15.84
11/14/2013,Silver,Precious Metals,20.72
11/14/2013,Soybeans,Agriculture,1321.25
11/14/2013,Wheat,Agriculture,668.75
11/15/2013,Crude Oil,Energy,93.89
11/15/2013,Gasoline,Energy,2.64
11/15/2013,Gold,Precious Metals,1287.40
11/15/2013,Heating Oil,Energy,2.94
11/15/2013,Natural Gas,Energy,3.16
11/15/2013,Platinum,Precious Metals,1438.90
11/15/2013,Rice,Agriculture,15.96
11/15/2013,Silver,Precious Metals,20.73
11/15/2013,Soybeans,Agriculture,1319.75
11/15/2013,Wheat,Agriculture,662.75
11/18/2013,Crude Oil,Energy,93.78
11/18/2013,Gasoline,Energy,2.64
11/18/2013,Gold,Precious Metals,1272.30
11/18/2013,Heating Oil,Energy,2.92
11/18/2013,Natural Gas,Energy,3.23
11/18/2013,Platinum,Precious Metals,1411.00
11/18/2013,Rice,Agriculture,15.89
11/18/2013,Silver,Precious Metals,20.36
11/18/2013,Soybeans,Agriculture,1328.25
11/18/2013,Wheat,Agriculture,668.25
11/19/2013,Crude Oil,Energy,93.00
11/19/2013,Gasoline,Energy,2.62
11/19/2013,Gold,Precious Metals,1273.50
11/19/2013,Heating Oil,Energy,2.91
11/19/2013,Natural Gas,Energy,3.19
11/19/2013,Platinum,Precious Metals,1419.90
11/19/2013,Rice,Agriculture,15.93
11/19/2013,Silver,Precious Metals,20.33
11/19/2013,Soybeans,Agriculture,1328.75
11/19/2013,Wheat,Agriculture,662.00
11/20/2013,Crude Oil,Energy,93.70
11/20/2013,Gasoline,Energy,2.65
11/20/2013,Gold,Precious Metals,1258.00
11/20/2013,Heating Oil,Energy,2.95
11/20/2013,Natural Gas,Energy,3.15
11/20/2013,Platinum,Precious Metals,1399.60
11/20/2013,Rice,Agriculture,15.89
11/20/2013,Silver,Precious Metals,20.06
11/20/2013,Soybeans,Agriculture,1325.50
11/20/2013,Wheat,Agriculture,651.75
11/21/2013,Crude Oil,Energy,93.73
11/21/2013,Gasoline,Energy,2.72
11/21/2013,Gold,Precious Metals,1243.60
11/21/2013,Heating Oil,Energy,3.01
11/21/2013,Natural Gas,Energy,3.24
11/21/2013,Platinum,Precious Metals,1391.70
11/21/2013,Rice,Agriculture,15.66
11/21/2013,Silver,Precious Metals,19.98
